"10" "50" "100" "1000"
"1" 2.88099999999395 3.65399999998044 4.55999999999767 60.4960000000428
"2" 2.83300000004238 3.69600000005448 4.86999999999534 63.2960000000312
"3" 2.9089999999851 3.7160000000149 4.54800000000978 63.9029999999912
"4" 2.91100000002189 3.81400000001304 4.62400000001071 56.6149999999907
"5" 2.86099999997532 3.6940000000177 4.75899999996182 54.429999999993
"6" 2.93500000005588 3.79300000000512 5.00500000000466 62.1140000000014
"7" 2.90799999999581 3.74199999996927 4.71799999999348 50.9210000000312
"8" 2.93900000001304 3.69399999995949 4.62400000001071 53.6680000000051
"9" 2.89699999999721 3.66200000001118 4.8640000000014 54.9660000000149
"10" 2.94099999999162 3.73599999997532 4.76299999997718 58.7790000000386
"11" 2.93499999999767 3.73700000002282 4.71300000004703 63.6120000000228
"12" 2.89100000000326 3.69999999995343 4.55999999999767 64.3289999999688
"13" 3.02800000004936 3.73499999998603 4.72800000000279 64.8820000000414
"14" 3.02599999995437 3.69799999997485 4.83799999998882 64.9430000000284
"15" 3.04699999996228 3.66800000000512 4.67499999998836 62.4770000000135
"16" 3.04100000002654 3.76699999999255 4.84999999997672 59.8059999999823
"17" 3.03899999998976 3.76500000001397 4.69999999995343 52.6780000000144
"18" 3.01299999997718 3.78299999999581 4.94899999996414 64.6419999999925
"19" 3.0910000000149 3.78600000002189 4.71700000000419 62.9099999999744
"20" 3.11800000001676 3.64500000001863 5.01299999997718 62.5040000000154
"21" 3.03200000000652 3.66600000002654 4.89600000000792 64.4330000000191
"22" 3.06599999999162 3.74699999997392 4.91600000002654 56.9979999999632
"23" 3.02600000001257 3.69200000003912 4.95599999994738 61.8390000000363
"24" 3.12099999998463 3.6699999999837 4.75900000002002 54.7779999999912
"25" 3.02500000002328 3.74100000003818 4.72200000000885 63.0899999999674
"26" 3.05799999996088 3.7609999999986 4.75500000000466 58.6969999999856
"27" 3.09599999996135 3.62100000004284 4.71399999997811 58.8760000000475
"28" 3.07399999996414 3.78700000001118 4.79399999999441 64.2080000000424
"29" 3.05999999999767 3.70100000000093 4.60499999998137 50.1299999999464
"30" 3.04800000000978 3.70199999999022 4.62900000001537 48.9990000000107
"31" 3.04899999999907 3.69000000000233 4.70799999998417 61.7689999999711
"32" 3.05300000001444 3.69500000000698 4.61699999996927 59.1659999999683
"33" 3.06400000001304 3.75099999998929 4.65000000002328 54.36599999998
"34" 3.05199999996694 3.77099999994971 4.69899999996414 60.0260000000126
"35" 3.0449999999837 3.72800000000279 4.89899999997579 59.9120000000112
"36" 3.04999999998836 3.71799999999348 4.88800000003539 64.179999999993
"37" 3.02700000000186 3.68599999998696 5.01800000004005 63.7739999999758
"38" 3.06199999997625 3.80999999999767 4.75800000003073 49.0430000000051
"39" 3.02100000000792 3.70299999997951 4.63799999997718 65.9870000000228
"40" 3.02799999999115 3.70800000004238 4.87899999995716 59.1140000000014
"41" 3.03000000002794 3.67999999999302 4.79899999999907 54.734999999986
"42" 3.12799999996787 3.7850000000326 4.72999999998137 66.054999999993
"43" 3.06299999996554 3.65799999999581 4.8859999999986 52.1620000000112
"44" 3.03600000002189 3.75200000003679 4.63799999997718 61.4910000000382
"45" 3.07600000000093 3.76199999998789 4.7960000000312 51.1380000000354
"46" 3.01699999999255 3.72399999998743 4.56400000001304 65.314000000013
"47" 3.04700000002049 3.73999999999069 4.86600000003818 63.6440000000293
"48" 3.04000000003725 3.58199999999488 4.66200000001118 60.4469999999856
"49" 3.03299999999581 3.63099999999395 4.68100000004051 62.1749999999884
"50" 3.06699999998091 3.65400000003865 4.66700000001583 57.4099999999744
