"SHAP_fast" "LIME" "CPATH" "CPATH_min"
"1" 0.969622331691297 0.958949096880131 0.975369458128079 0.974548440065681
"2" 0.989057239057239 0.991582491582492 0.985690235690236 0.978114478114478
"3" 0.925609756097561 0.916260162601626 0.921138211382114 0.911382113821138
"4" 0.983388704318937 0.930232558139535 0.976744186046512 0.979235880398671
"5" 0.996078431372549 0.981372549019608 0.995098039215686 0.994117647058824
"6" 0.97979797979798 0.976430976430976 0.984848484848485 0.976430976430976
"7" 0.97053872053872 0.973905723905724 0.973063973063973 0.967171717171717
"8" 0.977736549165121 0.973098330241187 0.981447124304267 0.970779220779221
"9" 0.964957264957265 0.953846153846154 0.964957264957265 0.960683760683761
"10" 0.963709677419355 0.887096774193548 0.957258064516129 0.969354838709677
"11" 0.937142857142857 0.899047619047619 0.951428571428571 0.913333333333333
"12" 0.97554347826087 0.967391304347826 0.973731884057971 0.980978260869565
"13" 0.947058823529412 0.918627450980392 0.958823529411765 0.965686274509804
"14" 0.979591836734694 0.966604823747681 0.985157699443414 0.965677179962894
"15" 0.977836879432624 0.976950354609929 0.975177304964539 0.981382978723404
"16" 0.929565217391304 0.930869565217391 0.927826086956522 0.94695652173913
"17" 0.980496453900709 0.99290780141844 0.984042553191489 0.970744680851064
"18" 0.962608695652174 0.925217391304348 0.970434782608696 0.970434782608696
"19" 0.941123188405797 0.932971014492754 0.940217391304348 0.956521739130435
"20" 0.98130081300813 0.978861788617886 0.983739837398374 0.986178861788618
"21" 0.932478632478632 0.937606837606838 0.944444444444444 0.923931623931624
"22" 0.958133971291866 0.940988835725678 0.952153110047847 0.948165869218501
"23" 0.985365853658537 0.960975609756098 0.989430894308943 0.984552845528455
"24" 0.960162601626016 0.920325203252032 0.963414634146341 0.965853658536585
"25" 0.970940170940171 0.974358974358974 0.971794871794872 0.976068376068376
"26" 0.953488372093023 0.937707641196013 0.950996677740864 0.948504983388704
"27" 0.936585365853658 0.911382113821138 0.944715447154472 0.941869918699187
"28" 0.963455149501661 0.951827242524917 0.973421926910299 0.967607973421927
"29" 0.957912457912458 0.965488215488216 0.953703703703704 0.954545454545455
"30" 0.969622331691297 0.958949096880131 0.978653530377668 0.978653530377668
