"SHAP_fast" "LIME" "CPATH" "CPATH_min"
"1" 0.928571428571429 0.714285714285714 0.904761904761905 0.898219696434944
"2" 0.904761904761905 0.761904761904762 1 0.761904761904762
"3" 1 0.761904761904762 0.904761904761905 0.904761904761905
"4" 0.976190476190476 0.857142857142857 0.928571428571429 0.761904761904762
"5" 0.833333333333333 0.928571428571429 0.690476190476191 0.666666666666667
"6" 0.952380952380953 0.714285714285714 0.738095238095238 0.80952380952381
"7" 0.833333333333333 0.761904761904762 0.754504545005353 0.874267171196679
"8" 0.952380952380953 0.761904761904762 0.928571428571429 0.826362120720149
"9" 0.952380952380953 0.80952380952381 0.880952380952381 1
"10" 0.761904761904762 0.833333333333333 0.904761904761905 0.690476190476191
"11" 0.976190476190476 0.738095238095238 0.952380952380953 0.904761904761905
"12" 0.976190476190476 0.738095238095238 0.833333333333333 0.738095238095238
"13" 0.904761904761905 0.904761904761905 0.976190476190476 0.80952380952381
"14" 0.952380952380953 0.785714285714286 0.976190476190476 0.690476190476191
"15" 0.80952380952381 0.904761904761905 0.730552019767088 0.619047619047619
"16" 0.976190476190476 0.80952380952381 0.952380952380953 0.738095238095238
"17" 0.761904761904762 0.880952380952381 0.80952380952381 0.904761904761905
"18" 0.833333333333333 0.952380952380953 0.80952380952381 0.857142857142857
"19" 0.80952380952381 0.880952380952381 0.666666666666667 0.785714285714286
"20" 0.976190476190476 0.714285714285714 0.952380952380953 0.785714285714286
"21" 0.904761904761905 0.80952380952381 0.814385858101016 0.476190476190476
"22" 0.976190476190476 0.785714285714286 0.850314645958414 0.880952380952381
"23" 0.80952380952381 0.833333333333333 0.833333333333333 0.698845904432226
"24" 0.952380952380953 0.785714285714286 0.928571428571429 0.754504545005353
"25" 0.976190476190476 0.928571428571429 0.946124746911475 0.761904761904762
"26" 0.880952380952381 0.880952380952381 0.952380952380953 0.595238095238095
"27" 0.976190476190476 0.619047619047619 0.761904761904762 0.742528282386221
"28" 0.904761904761905 0.785714285714286 0.833333333333333 0.523809523809524
"29" 0.952380952380953 0.880952380952381 0.904761904761905 0.785714285714286
"30" 0.952380952380953 0.785714285714286 0.928571428571429 0.785714285714286
