"SHAP_fast" "LIME" "CPATH" "CPATH_min"
"1" 0.933333333333333 0.933333333333333 0.920510149631295 0.733333333333333
"2" 0.883333333333333 0.916666666666667 0.736408119705036 0.677830201092136
"3" 0.816666666666667 0.916666666666667 0.416666666666667 0.677830201092136
"4" 0.916666666666667 0.9 0.883333333333333 0.761512941967708
"5" 0.95 0.95 0.585779186129006 0.616666666666667
"6" 0.95 0.966666666666667 0.6 0.686198475179693
"7" 0.916666666666667 0.933333333333333 0.677830201092136 0.928878423718853
"8" 0.9 0.866666666666667 0.953983245981524 0.9
"9" 0.916666666666667 0.933333333333333 0.69456674926725 0.351467511677404
"10" 0.916666666666667 0.966666666666667 0.683333333333333 0.883333333333333
"11" 0.933333333333333 0.966666666666667 0.9 0.7
"12" 0.9 0.916666666666667 0.6 0.616666666666667
"13" 0.95 0.95 0.866666666666667 0.920510149631295
"14" 0.95 0.95 0.883333333333333 0.669461927004578
"15" 0.95 0.933333333333333 0.796724616754452 0.75
"16" 0.916666666666667 0.933333333333333 0.716666666666667 0.366666666666667
"17" 0.816666666666667 0.933333333333333 0.666666666666667 0.8
"18" 0.966666666666667 0.966666666666667 0.866666666666667 0.887037053281066
"19" 0.916666666666667 0.966666666666667 0.766666666666667 0.719671571529922
"20" 0.9 0.916666666666667 0.794986038317937 0.9
"21" 0.883333333333333 0.95 0.610884008391678 0.866666666666667
"22" 0.916666666666667 0.916666666666667 0.877707451472511 0.903773601456181
"23" 0.883333333333333 0.983333333333333 0.8 0.916666666666667
"24" 0.866666666666667 0.933333333333333 0.566666666666667 0.811722586493051
"25" 0.916666666666667 0.966666666666667 0.916666666666667 0.920510149631295
"26" 0.916666666666667 0.966666666666667 0.816666666666667 0.733333333333333
"27" 0.916666666666667 0.883333333333333 0.736408119705036 0.683333333333333
"28" 0.916666666666667 0.95 0.916666666666667 0.583333333333333
"29" 0.9 0.866666666666667 0.766666666666667 0.766666666666667
"30" 0.9 0.966666666666667 0.813676204344972 0.85
