"10" "50" "100" "1000"
"1" 2.64699999999993 2.83300000000008 2.83300000000008 2.83300000000008
"2" 2.72399999999993 2.83300000000008 2.83300000000008 2.83300000000008
"3" 2.67100000000005 2.83300000000008 2.83300000000008 2.83300000000008
"4" 2.69900000000007 2.83300000000008 2.83300000000008 2.83300000000008
"5" 2.74399999999991 2.83300000000008 2.83300000000008 2.83300000000008
"6" 2.69200000000001 2.83300000000008 2.83300000000008 2.83300000000008
"7" 2.69200000000001 2.83300000000008 2.83300000000008 2.83300000000008
"8" 2.68399999999997 2.83300000000008 2.83300000000008 2.83300000000008
"9" 2.68399999999997 2.83300000000008 2.83300000000008 2.83300000000008
"10" 2.74500000000012 2.83300000000008 2.83300000000008 2.83300000000008
"11" 2.74500000000012 2.83300000000008 2.83300000000008 2.83300000000008
"12" 2.80300000000011 2.83300000000008 2.83300000000008 2.83300000000008
"13" 2.86799999999994 2.83300000000008 2.83300000000008 2.83300000000008
"14" 2.80599999999981 2.83300000000008 2.83300000000008 2.83300000000008
"15" 2.81400000000008 2.83300000000008 2.83300000000008 2.83300000000008
"16" 2.81400000000008 2.83300000000008 2.83300000000008 2.83300000000008
"17" 2.83300000000008 2.83300000000008 2.83300000000008 2.83300000000008
"18" 2.79300000000012 2.83300000000008 2.83300000000008 2.83300000000008
"19" 2.79300000000012 2.83300000000008 2.83300000000008 2.83300000000008
"20" 2.83699999999999 2.83300000000008 2.83300000000008 2.83300000000008
"21" 2.82300000000009 2.83300000000008 2.83300000000008 2.83300000000008
"22" 2.82300000000009 2.83300000000008 2.83300000000008 2.83300000000008
"23" 2.82300000000009 2.83300000000008 2.83300000000008 2.83300000000008
"24" 2.87100000000009 2.83300000000008 2.83300000000008 2.83300000000008
"25" 2.87100000000009 2.83300000000008 2.83300000000008 2.83300000000008
"26" 2.87100000000009 2.83300000000008 2.83300000000008 2.83300000000008
"27" 2.87100000000009 2.83300000000008 2.83300000000008 2.83300000000008
"28" 2.80100000000016 2.83300000000008 2.83300000000008 2.83300000000008
"29" 2.81799999999998 2.83300000000008 2.83300000000008 2.83300000000008
"30" 2.82299999999987 2.83300000000008 2.83300000000008 2.83300000000008
"31" 2.82299999999987 2.83300000000008 2.83300000000008 2.83300000000008
"32" 2.81500000000005 2.83300000000008 2.83300000000008 2.83300000000008
"33" 2.82000000000016 2.83300000000008 2.83300000000008 2.83300000000008
"34" 2.83799999999997 2.83300000000008 2.83300000000008 2.83300000000008
"35" 2.82500000000005 2.83300000000008 2.83300000000008 2.83300000000008
"36" 2.87400000000002 2.83300000000008 2.83300000000008 2.83300000000008
"37" 2.87400000000002 2.83300000000008 2.83300000000008 2.83300000000008
"38" 2.82999999999993 2.83300000000008 2.83300000000008 2.83300000000008
"39" 2.82199999999989 2.83300000000008 2.83300000000008 2.83300000000008
"40" 2.80999999999995 2.83300000000008 2.83300000000008 2.83300000000008
"41" 2.80999999999995 2.83300000000008 2.83300000000008 2.83300000000008
"42" 2.83200000000011 2.83300000000008 2.83300000000008 2.83300000000008
"43" 2.82400000000007 2.83300000000008 2.83300000000008 2.83300000000008
"44" 2.82500000000005 2.83300000000008 2.83300000000008 2.83300000000008
"45" 2.82600000000002 2.83300000000008 2.83300000000008 2.83300000000008
"46" 2.82600000000002 2.83300000000008 2.83300000000008 2.83300000000008
"47" 2.82600000000002 2.83300000000008 2.83300000000008 2.83300000000008
"48" 2.80700000000002 2.83300000000008 2.83300000000008 2.83300000000008
"49" 2.82099999999991 2.83300000000008 2.83300000000008 2.83300000000008
"50" 2.83300000000008 2.83300000000008 2.83300000000008 2.83300000000008
